Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,A.J. Ewing,Aaron Nola,0.667,2,3,5.0,1.2,1.92,1.46,0.81,4.19,60.0,2.0,2|0|2|2|4,07/12|07/11|07/10|07/09|07/08,2.6,2|0|2|2|4|11|0|4|0|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,2.6,2|0|2|2|4|11|0|4|0|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,96.2,86.3,71.7,54.9,39.6,26.9,17.8,3.12,156.1
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,Juan Soto,Aaron Nola,0.262,11,42,3.7,1.2,1.2,0.81,1.63,3.65,60.0,1.2,0|0|2|4|0,07/12|07/11|07/10|07/09|07/08,2.7,0|0|2|4|0|5|5|5|1|5,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,2.7,0|0|2|4|0|5|5|5|1|5,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,94.6,81.7,64.3,46.6,31.4,19.7,12.0,3.48,167.3
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,Brett Baty,Aaron Nola,0.0,0,2,4.7,1.2,1.65,1.06,0.61,3.33,50.0,2.4,0|0|6|2|4,07/12|07/11|07/10|07/09|07/08,2.2,0|0|6|2|4|3|1|4|1|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,2.2,0|0|6|2|4|3|1|4|1|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,93.1,78.4,59.0,40.9,25.8,15.7,9.0,2.61,132.4
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,Bo Bichette,Aaron Nola,0.308,4,13,4.8,1.2,1.7,0.69,0.86,3.26,50.0,0.8,0|0|1|1|2,07/12|07/11|07/09|07/08|07/07,1.9,0|0|1|1|2|3|7|2|3|0,07/12|07/11|07/09|07/08|07/07|07/06|07/05|07/04|07/03|07/01,1.9,0|0|1|1|2|3|7|2|3|0,07/12|07/11|07/09|07/08|07/07|07/06|07/05|07/04|07/03|07/01,93.2,77.6,58.3,39.5,24.9,14.9,8.5,2.27,120.2
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,Carson Benge,Aaron Nola,0.333,1,3,4.6,1.2,1.62,1.04,0.45,3.1,40.0,1.8,0|0|1|5|3,07/12|07/11|07/10|07/09|07/08,2.1,0|0|1|5|3|5|5|0|1|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,2.1,0|0|1|5|3|5|5|0|1|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,92.2,75.9,55.0,36.7,22.6,13.2,7.1,2.46,122.9
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,Francisco Lindor,Aaron Nola,0.211,8,38,4.0,1.2,1.13,0.72,0.43,2.29,40.0,1.6,5|0|1|0|2,07/12|07/11|07/10|07/09|07/08,1.6,5|0|1|0|2|0|0|5|2|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,1.6,5|0|1|0|2|0|0|5|2|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/03,86.1,62.0,38.9,22.1,11.2,5.3,2.3,1.9,99.1
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,Philadelphia Phillies,Justin Crawford,Christian Scott,0.0,0,2,3.7,0.88,1.13,0.44,0.44,2.01,60.0,2.0,2|4|3|0|1,07/09|07/08|07/07|07/06|07/05,2.3,2|4|3|0|1|1|0|2|7|3,07/09|07/08|07/07|07/06|07/05|07/04|07/02|07/01|06/30|06/29,2.3,2|4|3|0|1|1|0|2|7|3,07/09|07/08|07/07|07/06|07/05|07/04|07/02|07/01|06/30|06/29,82.9,55.4,32.5,16.9,7.7,3.6,1.5,2.7,132.1
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,New York Mets,Francisco Alvarez,Aaron Nola,0.333,2,6,4.2,1.2,1.34,0.14,0.55,2.01,60.0,1.8,2|0|2|2|3,07/11|07/10|07/09|07/08|07/06,1.5,2|0|2|2|3|0|2|0|3|1,07/11|07/10|07/09|07/08|07/06|07/04|07/03|07/01|06/30|06/29,1.5,2|0|2|2|3|0|2|0|3|1,07/11|07/10|07/09|07/08|07/06|07/04|07/03|07/01|06/30|06/29,81.5,54.7,32.5,16.9,8.4,3.9,1.7,1.73,98.0
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,Philadelphia Phillies,J.T. Realmuto,Christian Scott,0.0,0,0,3.7,0.88,0.61,0.53,0.79,1.9,50.0,2.8,7|4|0|3|0,07/12|07/11|07/09|07/08|07/07,2.2,7|4|0|3|0|1|4|0|1|2,07/12|07/11|07/09|07/08|07/07|07/06|07/04|07/01|06/30|06/29,2.2,7|4|0|3|0|1|4|0|1|2,07/12|07/11|07/09|07/08|07/07|07/06|07/04|07/01|06/30|06/29,81.5,53.8,29.8,14.1,6.4,2.7,0.9,2.83,132.7
2026-07-16,New York Mets @ Philadelphia Phillies,Citizens Bank Park,1.028,1.011,97.2,37.0,12.9,WNW,284.0,6.0,Partly cloudy,4.8,7.0,60.6,B,92.0,Philadelphia Phillies,Bryson Stott,Christian Scott,0.0,0,2,4.6,0.88,1.19,0.44,0.22,1.85,50.0,1.6,3|3|0|1|1,07/12|07/11|07/10|07/09|07/08,1.7,3|3|0|1|1|0|2|4|2|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/02,1.7,3|3|0|1|1|0|2|4|2|1,07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04|07/02,78.6,51.5,28.8,14.2,6.6,2.7,1.3,1.92,100.2
