Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-07-17,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays @ Boston Red Sox,10:35 AM,01:35 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Mostly clear,83.1,26.6,🟡 8.1 mph Cross (LF → RF),8.7,WNW,-2.1,1.9,5.1,8.1,,FORECAST MODEL,0.0,57.2,B,Density 68 | Wind 54 | Temp 62 | Altitude 61 | Confidence 91%,4,3,2.2,91.3,🟨 Neutral,1.7,1,100.0,0.0,7.0,1.3,1.1641,1655.0,1012.9,44.5,83.9,25.7,FIRST RUN,0.0,0.0,0,LOW,0.0,LOW,7.1,2026-07-16 11:19:57 PM PDT,56.1,5
2026-07-17,Los Angeles Dodgers,New York Yankees,Los Angeles Dodgers @ New York Yankees,04:05 PM,07:05 PM EDT,Yankee Stadium,OPEN,OPEN-AIR PARK,Partly cloudy,87.3,29.6,⚪ Light Variable,5.0,WNW,1.6,3.8,4.4,2.6,,FORECAST MODEL,0.3,56.3,B,Density 69 | Wind 50 | Temp 63 | Altitude 62 | Confidence 91%,4,3,1.9,90.6,🟨 Neutral,0.1,0,40.0,41.9,31.9,0.7,1.1618,1675.0,1013.0,53.1,84.3,37.4,STEADY,-0.6,0.0,0,LOW,0.2,LOW,7.6,2026-07-16 11:19:58 PM PDT,458.6,5
2026-07-17,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays @ Boston Red Sox,04:10 PM,07:10 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,81.4,28.8,⚪ Light Variable,5.1,W,0.1,2.5,3.7,4.0,,FORECAST MODEL,0.0,54.8,B,Density 65 | Wind 51 | Temp 56 | Altitude 59 | Confidence 93%,3,2,1.4,92.6,🟨 Neutral,0.5,0,18.8,58.7,44.4,1.3,1.1766,1268.0,1012.9,46.1,78.0,35.0,STEADY,0.9,0.0,0,LOW,0.9,LOW,8.2,2026-07-16 11:19:59 PM PDT,56.2,5
2026-07-17,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh Pirates @ Cleveland Guardians,04:10 PM,07:10 PM EDT,Progressive Field,OPEN,OPEN-AIR PARK,Partly cloudy,85.3,47.3,⚪ Light Variable,3.1,NE,-0.3,-1.8,-2.6,-2.3,,FORECAST MODEL,1.7,58.0,B,Density 75 | Wind 49 | Temp 62 | Altitude 66 | Confidence 94%,5,4,2.4,93.7,🟨 Neutral,-0.2,0,39.4,50.6,55.9,1.9,1.1425,2170.0,997.1,62.8,83.6,50.8,STEADY,-1.4,0.0,0,LOW,13.7,LOW,11.7,2026-07-16 11:20:00 PM PDT,603.3,5
2026-07-17,Texas Rangers,Atlanta Braves,Texas Rangers @ Atlanta Braves,04:15 PM,07:15 PM EDT,Truist Park,OPEN,OPEN-AIR PARK,Code 29,83.9,72.8,⚪ Light Variable,4.7,WNW,4.1,3.5,1.3,-2.7,,FORECAST MODEL,35.2,63.3,B+,Density 80 | Wind 58 | Temp 61 | Altitude 69 | Confidence 88%,8,6,4.0,87.6,🟢 Good,3.3,2,100.0,0.0,5.6,0.5,1.1266,2533.0,983.9,72.9,82.2,75.9,IMPROVING,2.6,0.0,0,MODERATE,39.2,LOW,11.7,2026-07-16 11:20:04 PM PDT,103.1,5
2026-07-17,Chicago White Sox,Toronto Blue Jays,Chicago White Sox @ Toronto Blue Jays,04:15 PM,07:15 PM EDT,Rogers Centre,OPEN,PROJECTED: FAVORABLE,Partly cloudy,74.6,57.9,⚪ Light Variable,3.6,ESE,2.7,1.9,0.2,-2.7,,FORECAST MODEL,1.8,55.3,B,Density 66 | Wind 53 | Temp 52 | Altitude 59 | Confidence 93%,3,2,1.6,93.2,🟨 Neutral,1.1,1,64.4,33.7,37.5,1.2,1.1726,1290.0,1004.0,59.0,73.8,59.9,IMPROVING,2.0,0.0,0,LOW,3.7,LOW,1.7,2026-07-16 11:20:09 PM PDT,0.0,4
2026-07-17,Miami Marlins,Milwaukee Brewers,Miami Marlins @ Milwaukee Brewers,04:40 PM,06:40 PM CDT,American Family Field,CLOSED,PROJECTED: TEMPERATURE,Code 15,87.4,58.5,⚪ Calm,4.6,S,0.0,-0.0,-0.0,-0.0,,FORECAST MODEL,19.9,50.0,B,Density 72 | Wind 50 | Temp 64 | Altitude 64 | Confidence 82%,0,0,0.0,82.3,🟨 Neutral,0.1,0,21.2,70.0,15.2,0.8,1.153,1850.0,987.5,70.5,85.2,62.0,IMPROVING RAPIDLY,6.1,0.0,0,MODERATE,28.3,LOW,13.0,2026-07-16 11:20:09 PM PDT,48.3,5
2026-07-17,Minnesota Twins,Chicago Cubs,Minnesota Twins @ Chicago Cubs,05:05 PM,07:05 PM CDT,Wrigley Field,OPEN,OPEN-AIR PARK,Code 27,84.5,63.1,🟢 9.0 mph Out to CF,9.5,SW,6.3,9.0,5.9,-0.6,,FORECAST MODEL,26.5,66.3,B+,Density 72 | Wind 71 | Temp 62 | Altitude 63 | Confidence 83%,10,8,4.9,83.4,🟢 Good,8.2,6,100.0,0.0,12.3,1.2,1.1518,1817.0,1007.1,70.6,83.4,66.6,IMPROVING RAPIDLY,8.6,0.0,0,MODERATE,29.5,MEDIUM,21.6,2026-07-16 11:20:10 PM PDT,178.8,5
2026-07-17,Baltimore Orioles,Houston Astros,Baltimore Orioles @ Houston Astros,05:10 PM,07:10 PM CDT,Daikin Park,CLOSED,PROJECTED: TEMPERATURE,Partly cloudy,87.5,63.3,⚪ Calm,7.0,S,0.0,0.0,0.0,0.0,,FORECAST MODEL,17.6,50.0,B,Density 66 | Wind 57 | Temp 64 | Altitude 59 | Confidence 87%,0,0,0.0,87.3,🟨 Neutral,2.8,0,100.0,0.0,6.5,0.5,1.172,1261.0,1017.0,73.7,85.5,68.8,IMPROVING RAPIDLY,10.6,0.0,0,LOW,12.9,LOW,15.6,2026-07-16 11:20:11 PM PDT,153.8,5
2026-07-17,San Diego Padres,Kansas City Royals,San Diego Padres @ Kansas City Royals,05:10 PM,07:10 PM CDT,Kauffman Stadium,OPEN,OPEN-AIR PARK,Code 14,87.2,56.7,🟢 8.7 mph Out to CF,8.9,SW,7.6,8.7,6.0,-1.5,,FORECAST MODEL,19.2,67.9,B+,Density 81 | Wind 67 | Temp 64 | Altitude 70 | Confidence 86%,11,8,5.4,86.3,🟢 Good,6.6,5,100.0,0.0,5.5,1.5,1.1216,2733.0,983.7,69.5,85.1,61.1,IMPROVING RAPIDLY,5.6,0.0,0,MODERATE,22.6,LOW,13.3,2026-07-16 11:20:12 PM PDT,128.0,5
